Day,Month,Year,Date,Week,Day Of Week,Occupancy,Occupancy_%,Average_Daily_Rate,Average_Daily_Rate_%,Revenue_Per_Available_Room,Revenue_per_room_%,Supply,Supply_%,Demand,Demand_%,Revenue,Revenue_%,Number_Of_Hotels,Number_Of_Rooms
4,7,2015,7/4/2015,201527,Saturday,24,,9272.14,,2227.56,,7717,,1854,,17190076,,97,7717
5,7,2015,7/5/2015,201528,Sunday,18.9,,10033.32,,1894.99,,7717,,1458,,14623648,,97,7717
6,7,2015,7/6/2015,201528,Monday,37.4,,9623.05,,3598.65,,7717,,2886,,27770818,,97,7717
7,7,2015,7/7/2015,201528,Tuesday,42.8,,10230.57,,4376.93,,7717,,3302,,33776738,,97,7717
8,7,2015,7/8/2015,201528,Wednesday,45.6,,9669.47,,4408.25,,7717,,3518,,34018487,,97,7717
9,7,2015,7/9/2015,201528,Thursday,34,,10032.59,,3413.18,,7717,,2625,,26339495,,97,7717
10,7,2015,7/10/2015,201528,Friday,28.1,,8847.77,,2489.23,,7717,,2171,,19209380,,97,7717
11,7,2015,7/11/2015,201528,Saturday,19.5,,9091.49,,1773.66,,7717,,1506,,13687305,,97,7717
12,7,2015,7/12/2015,201529,Sunday,23,,9094.88,,2091.83,,7717,,1775,,16142625,,97,7717
13,7,2015,7/13/2015,201529,Monday,37.4,,10311.72,,3861.07,,7717,,289,,29795885,,97,7717
14,7,2015,7/14/2015,201529,Tuesday,38.8,,9534.66,,3700.65,,7717,,2995,,28557887,,97,7717
15,7,2015,7/15/2015,201529,Wednesday,43.5,,9351.17,,4071.11,,7717,,336,,31416731,,97,7717
16,7,2015,7/16/2015,201529,Thursday,34.9,,9571.42,,3341.46,,7717,,2694,,25786020,,97,7717
17,7,2015,7/17/2015,201529,Friday,27.3,,9135.12,,2495.04,,7717,,2108,,19254192,,97,7717
18,7,2015,7/18/2015,201529,Saturday,33.3,,8086.78,,2690.3,,7717,,2567,,20761065,,97,7717
19,7,2015,7/19/2015,201530,Sunday,27,,8310.71,,2241.42,,7717,,2081,,17297060,,97,7717
20,7,2015,7/20/2015,201530,Monday,35.9,,8901.27,,3192.81,,7717,,2768,,24638880,,97,7717
21,7,2015,7/21/2015,201530,Tuesday,43.7,,10075.58,,4407.18,,7717,,3376,,34010176,,97,7717
22,7,2015,7/22/2015,201530,Wednesday,38.7,,9687.93,,3746.87,,7717,,2985,,28914600,,97,7717
23,7,2015,7/23/2015,201530,Thursday,39.3,,9124.75,,3585.28,,7717,,3032,,27667570,,97,7717
24,7,2015,7/24/2015,201530,Friday,32.3,,8770.93,,2833.85,,7717,,2493,,21868826,,97,7717
25,7,2015,7/25/2015,201530,Saturday,34.6,,8369.14,,2898.82,,7717,,2673,,22370156,,97,7717
26,7,2015,7/26/2015,201531,Sunday,32.7,,8532.44,,2791.84,,7717,,2525,,21544624,,97,7717
27,7,2015,7/27/2015,201531,Monday,45.6,,8943.68,,4077.37,,7717,,3518,,31465051,,97,7717
28,7,2015,7/28/2015,201531,Tuesday,41,,9621.69,,3945.19,,7717,,3164,,30445015,,97,7717
29,7,2015,7/29/2015,201531,Wednesday,40.3,,9931.6,,3997.48,,7717,,3106,,30848515,,97,7717
30,7,2015,7/30/2015,201531,Thursday,34,,9737.49,,3312.78,,7717,,2625,,25564728,,97,7717
31,7,2015,7/31/2015,201531,Friday,34.8,,8826.15,,3069.19,,7717,,2684,,23684964,,97,7717
1,8,2015,8/1/2015,201531,Saturday,29.8,,8291.76,,2472.99,,7717,,2302,,19084102,,97,7717
2,8,2015,8/2/2015,201532,Sunday,31.6,,8072.49,,2550.47,,7717,,2438,,19681948,,97,7717
3,8,2015,8/3/2015,201532,Monday,52.6,,8758.61,,4604.41,,7717,,4057,,35532269,,97,7717
4,8,2015,8/4/2015,201532,Tuesday,56.6,,9063.15,,5132.84,,7717,,437,,39610162,,97,7717
5,8,2015,8/5/2015,201532,Wednesday,60.2,,8789.1,,5294.5,,7717,,4649,,40857653,,97,7717
6,8,2015,8/6/2015,201532,Thursday,57.8,,8902.5,,5146.9,,7717,,4462,,39718610,,97,7717
7,8,2015,8/7/2015,201532,Friday,56.8,,8443.89,,4798.74,,7717,,4386,,37031841,,97,7717
8,8,2015,8/8/2015,201532,Saturday,57.2,,8065.56,,4615.45,,7717,,4416,,35617422,,97,7717
9,8,2015,8/9/2015,201533,Sunday,51.9,,8099.14,,4204.64,,7717,,4006,,32447216,,97,7717
10,8,2015,8/10/2015,201533,Monday,59.5,,8462.04,,5030.92,,7717,,4588,,38823604,,97,7717
11,8,2015,8/11/2015,201533,Tuesday,65.4,,8810.99,,5758.18,,7717,,5043,,44435858,,97,7717
12,8,2015,8/12/2015,201533,Wednesday,56.4,,9449.35,,5332.98,,7717,,4355,,41154628,,97,7717
13,8,2015,8/13/2015,201533,Thursday,57,,9332.1,,5315.75,,7717,,4396,,41021611,,97,7717
14,8,2015,8/14/2015,201533,Friday,52.9,,8952.84,,4735.86,,7717,,4082,,36546654,,97,7717
15,8,2015,8/15/2015,201533,Saturday,41.5,,7615.27,,3159.76,,7717,,3202,,24383871,,97,7717
16,8,2015,8/16/2015,201534,Sunday,38.1,,7566.77,,2886.68,,7717,,2944,,22276506,,97,7717
17,8,2015,8/17/2015,201534,Monday,45.4,,8519.93,,3864.62,,7717,,35,,29823309,,97,7717
18,8,2015,8/18/2015,201534,Tuesday,51.5,,8665.34,,4458.82,,7717,,3971,,34408744,,97,7717
19,8,2015,8/19/2015,201534,Wednesday,56.4,,8799.19,,4966.05,,7717,,4355,,38322971,,97,7717
20,8,2015,8/20/2015,201534,Thursday,55.4,,8294.76,,4594.36,,7717,,4274,,35454710,,97,7717
21,8,2015,8/21/2015,201534,Friday,38.5,,7783.29,,2994.79,,7717,,2969,,23110797,,97,7717
22,8,2015,8/22/2015,201534,Saturday,35.3,,7392.98,,2607.15,,7717,,2721,,20119408,,97,7717
23,8,2015,8/23/2015,201535,Sunday,24.6,,8065.98,,1982.68,,7717,,1897,,15300360,,97,7717
24,8,2015,8/24/2015,201535,Monday,38.3,,8668.26,,3323.94,,7717,,2959,,25650835,,97,7717
25,8,2015,8/25/2015,201535,Tuesday,43,,9551.07,,4106.96,,7717,,3318,,31693448,,97,7717
26,8,2015,8/26/2015,201535,Wednesday,46.1,,9738.55,,4487.61,,7717,,3556,,34630859,,97,7717
27,8,2015,8/27/2015,201535,Thursday,39.7,,9436.96,,3742.42,,7717,,306,,28880264,,97,7717
28,8,2015,8/28/2015,201535,Friday,39,,7832.74,,3054.89,,7717,,301,,23574590,,97,7717
29,8,2015,8/29/2015,201535,Saturday,33.8,,7862.06,,2659.2,,7717,,261,,20521045,,97,7717
30,8,2015,8/30/2015,201536,Sunday,33.3,,8099.22,,2696.94,,7717,,257,,20812314,,97,7717
31,8,2015,8/31/2015,201536,Monday,33.8,,8859.28,,2990.68,,7717,,2605,,23079115,,97,7717
1,9,2015,9/1/2015,201536,Tuesday,46.9,,9306.59,,4362.12,,7831,,367,,34159755,,98,7831
2,9,2015,9/2/2015,201536,Wednesday,58.5,,9196.01,,5380.51,,7831,,4582,,42134771,,98,7831
3,9,2015,9/3/2015,201536,Thursday,54,,9108.17,,4917.48,,7831,,4228,,38508800,,98,7831
4,9,2015,9/4/2015,201536,Friday,58.3,,8549.92,,4986.09,,7831,,4567,,39046037,,98,7831
5,9,2015,9/5/2015,201536,Saturday,70.6,,11258.05,,7947.59,,7831,,5528,,62237557,,98,7831
6,9,2015,9/6/2015,201537,Sunday,63.2,,12272.87,,7753.65,,7831,,4947,,60718808,,98,7831
7,9,2015,9/7/2015,201537,Monday,82.3,,11778.3,,9693.13,,7831,,6445,,75906917,,98,7831
8,9,2015,9/8/2015,201537,Tuesday,83,,11765.72,,9765.53,,7831,,65,,76473898,,98,7831
9,9,2015,9/9/2015,201537,Wednesday,74,,11345.4,,8401.01,,7831,,5799,,65788282,,98,7831
10,9,2015,9/10/2015,201537,Thursday,62.2,,10709.54,,6663.26,,7831,,4872,,52179992,,98,7831
11,9,2015,9/11/2015,201537,Friday,36.9,,9540.12,,3519.92,,7831,,2889,,27564495,,98,7831
12,9,2015,9/12/2015,201537,Saturday,26.8,,7911.82,,2119.79,,7831,,2098,,16600104,,98,7831
13,9,2015,9/13/2015,201538,Sunday,29.4,,8317.37,,2441.19,,7831,,2298,,19116964,,98,7831
14,9,2015,9/14/2015,201538,Monday,48.9,,9562.55,,4671.65,,7831,,3826,,36583653,,98,7831
15,9,2015,9/15/2015,201538,Tuesday,56.6,,10227.19,,5787.66,,7831,,4432,,45323138,,98,7831
16,9,2015,9/16/2015,201538,Wednesday,68.4,,10133.68,,6927.04,,7831,,5353,,54245657,,98,7831
17,9,2015,9/17/2015,201538,Thursday,64.8,,9756.86,,6320.08,,7831,,5073,,49492532,,98,7831
18,9,2015,9/18/2015,201538,Friday,42.2,,9139.46,,3857.16,,7831,,3305,,30205400,,98,7831
19,9,2015,9/19/2015,201538,Saturday,35.1,,8509.56,,2987.32,,7831,,2749,,23393740,,98,7831
20,9,2015,9/20/2015,201539,Sunday,39.3,,8153.94,,3206.61,,7831,,308,,25110936,,98,7831
21,9,2015,9/21/2015,201539,Monday,59.7,,10034.17,,5986.4,,7831,,4672,,46879525,,98,7831
22,9,2015,9/22/2015,201539,Tuesday,63.9,,10305.1,,6582.95,,7831,,5002,,51551070,,98,7831
23,9,2015,9/23/2015,201539,Wednesday,66.1,,11162.03,,7373.04,,7831,,5173,,57738279,,98,7831
24,9,2015,9/24/2015,201539,Thursday,79.2,,10138.91,,8032.78,,7831,,6204,,62904675,,98,7831
25,9,2015,9/25/2015,201539,Friday,72.7,,8922.17,,6486.85,,7831,,5694,,50798503,,98,7831
26,9,2015,9/26/2015,201539,Saturday,56.7,,8575.85,,4858.63,,7831,,4437,,38047939,,98,7831
27,9,2015,9/27/2015,201540,Sunday,36.5,,9103.37,,3323.85,,7831,,2859,,26029069,,98,7831
28,9,2015,9/28/2015,201540,Monday,51.7,,10545.63,,5455.37,,7831,,4051,,42720988,,98,7831
29,9,2015,9/29/2015,201540,Tuesday,61,,10279.61,,6270.87,,7831,,4777,,49107193,,98,7831
30,9,2015,9/30/2015,201540,Wednesday,66.5,,9902.89,,6585.64,,7831,,5208,,51572158,,98,7831
1,10,2015,10/1/2015,201540,Thursday,66.5,,10332.91,,6871.53,,7831,,5208,,53810930,,98,7831
2,10,2015,10/2/2015,201540,Friday,61.7,,9083.08,,5606.82,,7831,,4834,,43907046,,98,7831
3,10,2015,10/3/2015,201540,Saturday,53.5,,8667.72,,4634.8,,7831,,4187,,36295135,,98,7831
4,10,2015,10/4/2015,201541,Sunday,39.4,,9797.33,,3861.19,,7831,,3086,,30236954,,98,7831
5,10,2015,10/5/2015,201541,Monday,55.7,,10646.29,,5933.13,,7831,,4364,,46462367,,98,7831
6,10,2015,10/6/2015,201541,Tuesday,68.7,,10579.18,,7267.31,,7831,,5379,,56910287,,98,7831
7,10,2015,10/7/2015,201541,Wednesday,70.9,,10927.61,,7746.31,,7831,,5551,,60661357,,98,7831
8,10,2015,10/8/2015,201541,Thursday,77.4,,10289.89,,7964.6,,7831,,6061,,62370793,,98,7831
9,10,2015,10/9/2015,201541,Friday,76.2,,9355.91,,7133.05,,7831,,597,,55858942,,98,7831
10,10,2015,10/10/2015,201541,Saturday,49.2,,8998.12,,4428.41,,7831,,3854,,34678909,,98,7831
11,10,2015,10/11/2015,201542,Sunday,46.1,,9563.76,,4404.52,,7831,,3607,,34491815,,98,7831
12,10,2015,10/12/2015,201542,Monday,50.1,,10438.91,,5225.03,,7831,,392,,40917196,,98,7831
13,10,2015,10/13/2015,201542,Tuesday,69.5,,10782.18,,7490.21,,7831,,544,,58655845,,98,7831
14,10,2015,10/14/2015,201542,Wednesday,71.8,,10633.9,,7634.13,,7831,,5622,,59782904,,98,7831
15,10,2015,10/15/2015,201542,Thursday,58.1,,10859.15,,6303.91,,7831,,4546,,49365955,,98,7831
16,10,2015,10/16/2015,201542,Friday,48.1,,8585.87,,4125.84,,7831,,3763,,32309459,,98,7831
17,10,2015,10/17/2015,201542,Saturday,39.8,,7831.25,,3116.65,,7831,,3117,,24406480,,98,7831
18,10,2015,10/18/2015,201543,Sunday,28.2,,9078.02,,2558.85,,7831,,2207,,20038345,,98,7831
19,10,2015,10/19/2015,201543,Monday,47.7,,11278.03,,5375.88,,7831,,3733,,42098523,,98,7831
20,10,2015,10/20/2015,201543,Tuesday,54.9,,10563.19,,5798.25,,7831,,4299,,45406070,,98,7831
21,10,2015,10/21/2015,201543,Wednesday,62.6,,10938.04,,6843.57,,7831,,49,,53592024,,98,7831
22,10,2015,10/22/2015,201543,Thursday,49.9,,11286.2,,5634.57,,7831,,391,,44124317,,98,7831
23,10,2015,10/23/2015,201543,Friday,38.4,,9015.42,,3465.8,,7831,,301,,27140715,,98,7831
24,10,2015,10/24/2015,201543,Saturday,39.5,,9545.05,,3767.92,,7831,,3091,,29506575,,98,7831
25,10,2015,10/25/2015,201544,Sunday,52.4,,8288.33,,4346.4,,7831,,4107,,34036628,,98,7831
26,10,2015,10/26/2015,201544,Monday,67.9,,8568.34,,5814.12,,7831,,5314,,45530412,,98,7831
27,10,2015,10/27/2015,201544,Tuesday,75.7,,9196.88,,6964.34,,7831,,593,,54537785,,98,7831
28,10,2015,10/28/2015,201544,Wednesday,73.4,,9340.22,,6856.01,,7831,,5748,,53689397,,98,7831
29,10,2015,10/29/2015,201544,Thursday,64,,9274.9,,5934.62,,7831,,5011,,46473989,,98,7831
30,10,2015,10/30/2015,201544,Friday,51.1,,8079.08,,4127.23,,7831,,4001,,32320348,,98,7831
31,10,2015,10/31/2015,201544,Saturday,37.9,-22.8,7819.04,-32.8,2965.53,-48.1,7831,7.5,297,-17,23223072,-44.3,98,7831
1,11,2015,11/1/2015,201545,Sunday,26.7,-8.4,10294.22,-3.4,2749.15,-11.5,7831,7.5,2091,-1.5,21528568,-4.9,98,7831
2,11,2015,11/2/2015,201545,Monday,46.3,12.6,10510.52,-14,4869.9,-3.2,7831,7.5,3628,21,38136183,4.1,98,7831
3,11,2015,11/3/2015,201545,Tuesday,59.3,18.9,10718.59,-2,6356.11,16.4,7831,7.5,4644,27.8,49774666,25.2,98,7831
4,11,2015,11/4/2015,201545,Wednesday,60.4,-1.3,10653.96,-13.2,6438.18,-14.3,7831,7.5,4732,6.1,50417386,-7.9,98,7831
5,11,2015,11/5/2015,201545,Thursday,55.3,-25.5,10267.11,-2.4,5679.23,-27.3,7831,7.5,4332,-19.9,44474039,-21.8,98,7831
6,11,2015,11/6/2015,201545,Friday,43.2,1.6,8408.43,-12.9,3635.86,-11.5,7831,7.5,3386,9.2,28472449,-4.9,98,7831
7,11,2015,11/7/2015,201545,Saturday,41.9,42.3,7675.19,-20.6,3218.37,12.9,7831,7.5,3284,52.9,25203081,21.4,98,7831
8,11,2015,11/8/2015,201546,Sunday,26.1,-37.2,9313.07,-22.5,2431.73,-51.4,7831,7.5,2045,-32.5,19042895,-47.7,98,7831
9,11,2015,11/9/2015,201546,Monday,41.9,-15.8,10311.77,-12.2,4323.95,-26.1,7831,7.5,3284,-9.5,33860856,-20.5,98,7831
10,11,2015,11/10/2015,201546,Tuesday,38.9,-37.2,10003.89,-1.7,3891.39,-38.2,7831,7.5,3046,-32.4,30473486,-33.6,98,7831
11,11,2015,11/11/2015,201546,Wednesday,47.8,-17.6,10500.25,0.1,5015.03,-17.5,7831,7.5,374,-11.4,39272705,-11.3,98,7831
12,11,2015,11/12/2015,201546,Thursday,52.3,-37.7,10563.66,6,5529.11,-34,7831,7.5,4099,-33.1,43298453,-29,98,7831
13,11,2015,11/13/2015,201546,Friday,46.3,-44,8908.97,4.9,4122.55,-41.3,7831,7.5,3624,-39.8,32283652,-36.9,98,7831
14,11,2015,11/14/2015,201546,Saturday,38.1,-47.9,8333.64,4.6,3177.25,-45.5,7831,7.5,2986,-44,24881033,-41.4,98,7831
15,11,2015,11/15/2015,201547,Sunday,30.3,-13.6,9957.48,-1.7,3014.57,-15,7831,7.5,2371,-7.1,23607101,-8.7,98,7831
16,11,2015,11/16/2015,201547,Monday,47.2,-34.9,11126.33,0,5254.49,-34.9,7831,7.5,3698,-30.1,41147910,-30.1,98,7831
17,11,2015,11/17/2015,201547,Tuesday,53.1,-36,10891.97,-1,5785.17,-36.6,7831,7.5,4159,-31.2,45303668,-31.9,98,7831
18,11,2015,11/18/2015,201547,Wednesday,57.3,-30.7,11030.66,-1.9,6318.09,-32,7831,7.5,4485,-25.5,49476983,-26.9,98,7831
19,11,2015,11/19/2015,201547,Thursday,55.7,-29.8,10272.99,-8.4,5719.14,-35.7,7831,7.5,436,-24.6,44786596,-30.9,98,7831
20,11,2015,11/20/2015,201547,Friday,42.3,-37.5,8725.4,-19,3689.89,-49.4,7831,7.5,3312,-32.8,28895508,-45.6,98,7831
21,11,2015,11/21/2015,201547,Saturday,36.2,36.9,7962.57,-15.2,2879.49,16.1,7831,7.5,2832,47.1,22549254,24.7,98,7831
22,11,2015,11/22/2015,201548,Sunday,33.8,21.6,8912.77,-14.2,3016.36,4.3,7831,7.5,265,30.7,23621108,12.1,98,7831
23,11,2015,11/23/2015,201548,Monday,50.6,-24.8,10867.47,-1.5,5500.68,-26,7831,7.5,3964,-19.2,43075809,-20.4,98,7831
24,11,2015,11/24/2015,201548,Tuesday,59.9,-33.6,10796.6,-3.8,6466.58,-36.1,7831,7.5,469,-28.6,50639815,-31.4,98,7831
25,11,2015,11/25/2015,201548,Wednesday,60.5,-17.7,10482.75,-6.9,6347.19,-23.4,7831,7.5,4742,-11.5,49704813,-17.7,98,7831
26,11,2015,11/26/2015,201548,Thursday,55.1,-25.1,9885.49,-8.6,5444.62,-31.6,7831,7.5,4313,-19.5,42636794,-26.4,98,7831
27,11,2015,11/27/2015,201548,Friday,38.2,17.4,9411.8,-6.1,3593.9,10.2,7831,7.5,299,26.2,28143822,18.4,98,7831
28,11,2015,11/28/2015,201548,Saturday,29.9,52.3,9011.55,-15.2,2696.04,29.1,7831,7.5,2343,63.7,21112666,38.7,98,7831
29,11,2015,11/29/2015,201549,Sunday,25.8,17.4,8913.04,-9.5,2295.47,6.3,7831,7.5,2017,26.2,17975838,14.2,98,7831
30,11,2015,11/30/2015,201549,Monday,52.3,35.7,11595.7,-1,6062.39,34.3,7831,4.1,4094,41.3,47474604,39.8,98,7831
1,12,2015,12/1/2015,201549,Tuesday,65.3,27.6,11850.74,-6.7,7735.27,19.1,7831,4.1,5111,32.8,60574902,23.9,98,7831
2,12,2015,12/2/2015,201549,Wednesday,79.3,29.2,12089.05,5,9582.75,35.6,7831,4.1,6207,34.5,75042516,41.1,98,7831
3,12,2015,12/3/2015,201549,Thursday,72,40.8,11747.51,2.5,8461.61,44.3,7831,4.1,5641,46.5,66262879,50.3,98,7831
4,12,2015,12/4/2015,201549,Friday,56.5,29.6,9795.61,-3.1,5536.99,25.6,7831,4.1,4426,34.9,43360173,30.7,98,7831
5,12,2015,12/5/2015,201549,Saturday,27.7,16.6,9198.18,-17.6,2552.48,-3.9,7831,4.1,2173,21.4,19988468,0,98,7831
6,12,2015,12/6/2015,201550,Sunday,24,-1.8,10451.99,1,2509.49,-0.8,7831,4.1,188,2.2,19651787,3.2,98,7831
7,12,2015,12/7/2015,201550,Monday,46.3,-15.2,11328.76,-2.9,5248.64,-17.7,7831,4.1,3628,-11.8,41102078,-14.3,98,7831
8,12,2015,12/8/2015,201550,Tuesday,46.3,-23.8,11085,-2.7,5135.7,-25.9,7831,4.1,3628,-20.7,40217664,-22.8,98,7831
9,12,2015,12/9/2015,201550,Wednesday,54.8,-15.6,9992.59,-11.2,5479.55,-25,7831,4.1,4294,-12.1,42910329,-22,98,7831
10,12,2015,12/10/2015,201550,Thursday,59.1,-11.1,10259.62,-12.8,6059.22,-22.5,7831,4.1,4625,-7.5,47449760,-19.3,98,7831
11,12,2015,12/11/2015,201550,Friday,46.9,1.7,9361.83,-14.1,4388.18,-12.6,7831,4.1,3671,5.9,34363849,-9,98,7831
12,12,2015,12/12/2015,201550,Saturday,30.7,-24.9,9693.07,5.2,2976.34,-21,7831,4.1,2405,-21.8,23307689,-17.8,98,7831
13,12,2015,12/13/2015,201551,Sunday,23.2,-51.2,9650.73,-16.8,2241.42,-59.4,7831,4.1,1819,-49.2,17552586,-57.7,98,7831
14,12,2015,12/14/2015,201551,Monday,43.3,-38.7,10508.59,-21.4,4551.68,-51.9,7831,4.1,3392,-36.2,35644215,-49.9,98,7831
15,12,2015,12/15/2015,201551,Tuesday,54.3,-25.2,10409.01,-21.8,5651.38,-41.5,7831,4.1,4252,-22.1,44255960,-39.1,98,7831
16,12,2015,12/16/2015,201551,Wednesday,44,-28.3,10245.6,-7.1,4505.76,-33.4,7831,4.1,3444,-25.4,35284577,-30.7,98,7831
17,12,2015,12/17/2015,201551,Thursday,37.9,9.2,9986.71,-21,3789.45,-13.8,7831,4.1,2971,13.7,29675155,-10.2,98,7831
18,12,2015,12/18/2015,201551,Friday,28.6,30,8878.95,-13.9,2538.88,11.9,7831,4.1,2239,35.3,19882002,16.5,98,7831
19,12,2015,12/19/2015,201551,Saturday,19.6,-15.6,9540.1,10.6,1870.42,-6.6,7831,4.1,1535,-12.1,14647255,-2.8,98,7831
20,12,2015,12/20/2015,201552,Sunday,15.6,-4.2,10054.21,3.8,1564.84,-0.5,7831,4.1,1219,-0.2,12254277,3.6,98,7831
21,12,2015,12/21/2015,201552,Monday,33.8,53.6,9237.81,-15.8,3120.75,29.4,7831,4.1,2646,59.9,24438632,34.7,98,7831
22,12,2015,12/22/2015,201552,Tuesday,27.9,132.9,9966.64,-10.8,2783.77,107.7,7831,4.1,2187,142.5,21799670,116.2,98,7831
23,12,2015,12/23/2015,201552,Wednesday,23,65.6,8641.28,-6.1,1986.12,55.4,7831,4.1,18,72.4,15553321,61.8,98,7831
24,12,2015,12/24/2015,201552,Thursday,24.7,100,8700.84,-27.6,2152.03,44.8,7831,4.1,1937,108.2,16852519,50.7,98,7831
25,12,2015,12/25/2015,201552,Friday,25.1,78.4,8178.79,-17.7,2052.51,46.8,7831,4.1,1965,85.7,16073192,52.8,98,7831
26,12,2015,12/26/2015,201552,Saturday,32,66.3,8447.18,-13.7,2705.88,43.5,7831,4.1,2509,73.2,21189784,49.4,98,7831
27,12,2015,12/27/2015,201553,Sunday,19,-8.5,9188.74,3.1,1746.1,-5.7,7831,4.1,1488,-4.8,13673709,-1.8,98,7831
28,12,2015,12/28/2015,201553,Monday,33.5,,8303.47,,2785.08,,7831,,2627,,21809941,,98,7831
29,12,2015,12/29/2015,201553,Tuesday,29.9,-50.8,10146.61,-3.4,3029.9,-52.5,7831,4.1,2338,-48.8,23727181,-50.5,98,7831
30,12,2015,12/30/2015,201553,Wednesday,66.2,-16.8,10711.07,-0.4,7094.76,-17.1,7831,4.1,5187,-13.4,55559090,-13.7,98,7831
31,12,2015,12/31/2015,201553,Thursday,94.2,33.6,11466.62,-1.7,10804.86,31.3,7831,4.1,7379,39.1,84612892,36.7,98,7831
1,1,2016,1/1/2016,201553,Friday,87.1,256.6,8589.6,-3.5,7481.56,244.3,7826,4,6816,271.1,58550701,258.2,98,7826
2,1,2016,1/2/2016,201553,Saturday,43.5,73.7,7255.3,-7,3157.47,61.6,7826,4,3406,80.7,24710356,68.1,98,7826
3,1,2016,1/3/2016,201601,Sunday,33.9,97.9,6158.67,-29.8,2088.39,38.9,7826,4,2654,105.9,16343713,44.5,98,7826
4,1,2016,1/4/2016,201601,Monday,28.8,134.3,6986.31,-20.9,2014.11,85.3,7826,4,2256,143.8,15762424,92.8,98,7826
5,1,2016,1/5/2016,201601,Tuesday,18,75.4,7685.74,-19.2,1386.64,41.8,7826,4,1412,82.5,10851865,47.5,98,7826
6,1,2016,1/6/2016,201601,Wednesday,9.2,-38.8,7331.25,-4.1,674.96,-41.3,7826,4,721,-36.3,5282237,-38.9,98,7826
7,1,2016,1/7/2016,201601,Thursday,14.3,-7.7,7572.18,-19.3,1082.71,-25.5,7826,4,1119,-4,8473290,-22.5,98,7826
8,1,2016,1/8/2016,201601,Friday,26.9,45.4,7535.58,-3.6,2027.05,40.2,7826,4,2105,51.3,15863711,45.9,98,7826
9,1,2016,1/9/2016,201601,Saturday,31.7,-7.4,7590.37,-16.1,2408.77,-22.3,7826,4,2484,-3.6,18851013,-19.2,98,7826
10,1,2016,1/10/2016,201602,Sunday,34,92.5,8350.83,-12.1,2841.5,69.2,7826,4,2663,100.3,22237606,76.1,98,7826
11,1,2016,1/11/2016,201602,Monday,44.3,58.8,8914.12,-17.3,3947.56,31.3,7826,4,3466,65.2,30893572,36.7,98,7826
12,1,2016,1/12/2016,201602,Tuesday,48.2,27.6,9008.16,-16.5,4345.96,6.5,7826,4,3776,32.7,34011489,10.8,98,7826
13,1,2016,1/13/2016,201602,Wednesday,46.5,9.3,9085.43,-14.2,4224.36,-6.2,7826,4,3639,13.7,33059813,-2.4,98,7826
14,1,2016,1/14/2016,201602,Thursday,45.3,16.6,9044.19,-10.4,4093.54,4.5,7826,4,3542,21.3,32036052,8.7,98,7826
15,1,2016,1/15/2016,201602,Friday,42.3,112.8,8067.27,-19.2,3410.71,71.9,7826,4,3309,121.4,26692225,78.8,98,7826
16,1,2016,1/16/2016,201602,Saturday,39.7,182.6,8208.69,-15.8,3255.18,137.9,7826,4,3103,194,25475020,147.5,98,7826
17,1,2016,1/17/2016,201603,Sunday,37.7,135.1,8583.64,-13.6,3236.1,103,7826,4,295,144.6,25325745,111.2,98,7826
18,1,2016,1/18/2016,201603,Monday,54.9,79.9,9326.13,-16.8,5122.94,49.6,7826,4,4299,87.2,40092140,55.7,98,7826
19,1,2016,1/19/2016,201603,Tuesday,62.3,90,9307.98,-20.9,5802.36,50.2,7826,4,4879,97.7,45409251,56.3,98,7826
20,1,2016,1/20/2016,201603,Wednesday,62.3,58.4,9520.28,-19.4,5934.71,27.7,7826,4,4879,64.8,46445003,32.8,98,7826
21,1,2016,1/21/2016,201603,Thursday,65.2,100.5,9650.8,-11.5,6294.03,77.4,7826,4,5104,108.6,49257115,84.6,98,7826
22,1,2016,1/22/2016,201603,Friday,51.8,141.1,8690.92,-19,4505.81,95.2,7826,4,4057,150.8,35262475,103.1,98,7826
23,1,2016,1/23/2016,201603,Saturday,41.5,174.4,8812.22,-13.6,3657.68,137.1,7826,4,3248,185.5,28624999,146.7,98,7826
24,1,2016,1/24/2016,201604,Sunday,23.9,12.4,10622.13,-9.9,2534.99,1.2,7826,4,1868,16.9,19838831,5.3,98,7826
25,1,2016,1/25/2016,201604,Monday,41.7,2.3,11117.8,-1.8,4631.81,0.4,7826,4,326,6.4,36248513,4.5,98,7826
26,1,2016,1/26/2016,201604,Tuesday,47.8,19.6,11474.96,-1.4,5488.84,17.9,7826,4,3743,24.4,42955688,22.7,98,7826
27,1,2016,1/27/2016,201604,Wednesday,49,9.1,10779.78,-5.5,5283.84,3.1,7826,4,3836,13.5,41351308,7.3,98,7826
28,1,2016,1/28/2016,201604,Thursday,46.7,22.9,10846.69,0,5065.59,22.9,7826,4,3655,27.9,39643279,27.9,98,7826
29,1,2016,1/29/2016,201604,Friday,41.6,67.1,8970.23,-2.8,3727.88,62.4,7826,4,3252,73.8,29174362,68.9,98,7826
30,1,2016,1/30/2016,201604,Saturday,37.2,128.3,8475.48,-6.6,3156.09,113.2,7826,4,2914,137.5,24699574,121.8,98,7826
31,1,2016,1/31/2016,201605,Sunday,32.1,129.9,8832.26,-18.2,2839.22,88.2,7826,4,2516,139.2,22219712,95.8,98,7826
1,2,2016,2/1/2016,201605,Monday,45.1,85,10058.95,-17.7,4533.69,52.2,7556,0.5,3406,85.8,34257169,52.9,98,7556
